i,price,dP,A,D,S,prevA,prevD,prevS,split
3788,-57,-2,1,-1,2,1,1,2,test
3789,-55,2,1,1,2,1,-1,2,test
3790,-54,1,1,1,1,1,1,2,test
3791,-56,-2,1,-1,2,1,1,1,test
3792,-56,0,0,0,0,1,-1,2,test
3793,-60,-4,1,-1,4,0,0,0,test
3794,-61,-1,1,-1,1,1,-1,4,test
3795,-60,1,1,1,1,1,-1,1,test
3796,-59,1,1,1,1,1,1,1,test
3797,-60,-1,1,-1,1,1,1,1,test
3798,-60,0,0,0,0,1,-1,1,test
3799,-59,1,1,1,1,0,0,0,test
3800,-59,0,0,0,0,1,1,1,test
3801,-59,0,0,0,0,0,0,0,test
3802,-59,0,0,0,0,0,0,0,test
3803,-61,-2,1,-1,2,0,0,0,test
3804,-61,0,0,0,0,1,-1,2,test
3805,-62,-1,1,-1,1,0,0,0,test
3806,-62,0,0,0,0,1,-1,1,test
3807,-63,-1,1,-1,1,0,0,0,test
3808,-63,0,0,0,0,1,-1,1,test
3809,-62,1,1,1,1,0,0,0,test
3810,-62,0,0,0,0,1,1,1,test
3811,-63,-1,1,-1,1,0,0,0,test
3812,-61,2,1,1,2,1,-1,1,test
3813,-61,0,0,0,0,1,1,2,test
3814,-60,1,1,1,1,0,0,0,test
3815,-58,2,1,1,2,1,1,1,test
3816,-63,-5,1,-1,5,1,1,2,test
3817,-62,1,1,1,1,1,-1,5,test
3818,-64,-2,1,-1,2,1,1,1,test
3819,-63,1,1,1,1,1,-1,2,test
3820,-64,-1,1,-1,1,1,1,1,test
3821,-66,-2,1,-1,2,1,-1,1,test
3822,-65,1,1,1,1,1,-1,2,test
3823,-64,1,1,1,1,1,1,1,test
3824,-64,0,0,0,0,1,1,1,test
3825,-64,0,0,0,0,0,0,0,test
3826,-65,-1,1,-1,1,0,0,0,test
3827,-63,2,1,1,2,1,-1,1,test
3828,-63,0,0,0,0,1,1,2,test
3829,-63,0,0,0,0,0,0,0,test
3830,-64,-1,1,-1,1,0,0,0,test
3831,-62,2,1,1,2,1,-1,1,test
3832,-63,-1,1,-1,1,1,1,2,test
3833,-62,1,1,1,1,1,-1,1,test
3834,-59,3,1,1,3,1,1,1,test
3835,-58,1,1,1,1,1,1,3,test
3836,-58,0,0,0,0,1,1,1,test
3837,-57,1,1,1,1,0,0,0,test
3838,-58,-1,1,-1,1,1,1,1,test
3839,-59,-1,1,-1,1,1,-1,1,test
3840,-58,1,1,1,1,1,-1,1,test
3841,-59,-1,1,-1,1,1,1,1,test
3842,-59,0,0,0,0,1,-1,1,test
3843,-62,-3,1,-1,3,0,0,0,test
3844,-61,1,1,1,1,1,-1,3,test
3845,-61,0,0,0,0,1,1,1,test
3846,-61,0,0,0,0,0,0,0,test
3847,-59,2,1,1,2,0,0,0,test
3848,-58,1,1,1,1,1,1,2,test
3849,-60,-2,1,-1,2,1,1,1,test
3850,-58,2,1,1,2,1,-1,2,test
3851,-57,1,1,1,1,1,1,2,test
3852,-59,-2,1,-1,2,1,1,1,test
3853,-60,-1,1,-1,1,1,-1,2,test
3854,-60,0,0,0,0,1,-1,1,test
3855,-59,1,1,1,1,0,0,0,test
3856,-58,1,1,1,1,1,1,1,test
3857,-58,0,0,0,0,1,1,1,test
3858,-58,0,0,0,0,0,0,0,test
3859,-57,1,1,1,1,0,0,0,test
3860,-55,2,1,1,2,1,1,1,test
3861,-55,0,0,0,0,1,1,2,test
3862,-57,-2,1,-1,2,0,0,0,test
3863,-56,1,1,1,1,1,-1,2,test
3864,-58,-2,1,-1,2,1,1,1,test
3865,-55,3,1,1,3,1,-1,2,test
3866,-58,-3,1,-1,3,1,1,3,test
3867,-60,-2,1,-1,2,1,-1,3,test
3868,-60,0,0,0,0,1,-1,2,test
3869,-59,1,1,1,1,0,0,0,test
3870,-61,-2,1,-1,2,1,1,1,test
3871,-60,1,1,1,1,1,-1,2,test
3872,-60,0,0,0,0,1,1,1,test
3873,-61,-1,1,-1,1,0,0,0,test
3874,-62,-1,1,-1,1,1,-1,1,test
3875,-61,1,1,1,1,1,-1,1,test
3876,-61,0,0,0,0,1,1,1,test
3877,-61,0,0,0,0,0,0,0,test
3878,-61,0,0,0,0,0,0,0,test
3879,-59,2,1,1,2,0,0,0,test
3880,-61,-2,1,-1,2,1,1,2,test
3881,-59,2,1,1,2,1,-1,2,test
3882,-61,-2,1,-1,2,1,1,2,test
3883,-59,2,1,1,2,1,-1,2,test
3884,-59,0,0,0,0,1,1,2,test
3885,-62,-3,1,-1,3,0,0,0,test
3886,-60,2,1,1,2,1,-1,3,test
3887,-61,-1,1,-1,1,1,1,2,test
3888,-60,1,1,1,1,1,-1,1,test
3889,-60,0,0,0,0,1,1,1,test
3890,-61,-1,1,-1,1,0,0,0,test
3891,-61,0,0,0,0,1,-1,1,test
3892,-61,0,0,0,0,0,0,0,test
3893,-59,2,1,1,2,0,0,0,test
3894,-59,0,0,0,0,1,1,2,test
3895,-61,-2,1,-1,2,0,0,0,test
3896,-60,1,1,1,1,1,-1,2,test
3897,-61,-1,1,-1,1,1,1,1,test
3898,-61,0,0,0,0,1,-1,1,test
3899,-62,-1,1,-1,1,0,0,0,test
3900,-64,-2,1,-1,2,1,-1,1,test
3901,-64,0,0,0,0,1,-1,2,test
3902,-63,1,1,1,1,0,0,0,test
3903,-63,0,0,0,0,1,1,1,test
3904,-64,-1,1,-1,1,0,0,0,test
3905,-63,1,1,1,1,1,-1,1,test
3906,-63,0,0,0,0,1,1,1,test
3907,-64,-1,1,-1,1,0,0,0,test
3908,-64,0,0,0,0,1,-1,1,test
3909,-64,0,0,0,0,0,0,0,test
3910,-65,-1,1,-1,1,0,0,0,test
3911,-64,1,1,1,1,1,-1,1,test
3912,-64,0,0,0,0,1,1,1,test
3913,-64,0,0,0,0,0,0,0,test
3914,-64,0,0,0,0,0,0,0,test
3915,-64,0,0,0,0,0,0,0,test
3916,-64,0,0,0,0,0,0,0,test
3917,-63,1,1,1,1,0,0,0,test
3918,-63,0,0,0,0,1,1,1,test
3919,-63,0,0,0,0,0,0,0,test
3920,-63,0,0,0,0,0,0,0,test
3921,-61,2,1,1,2,0,0,0,test
3922,-62,-1,1,-1,1,1,1,2,test
3923,-59,3,1,1,3,1,-1,1,test
3924,-59,0,0,0,0,1,1,3,test
3925,-57,2,1,1,2,0,0,0,test
3926,-59,-2,1,-1,2,1,1,2,test
3927,-57,2,1,1,2,1,-1,2,test
3928,-56,1,1,1,1,1,1,2,test
3929,-56,0,0,0,0,1,1,1,test
3930,-56,0,0,0,0,0,0,0,test
3931,-56,0,0,0,0,0,0,0,test
3932,-59,-3,1,-1,3,0,0,0,test
3933,-57,2,1,1,2,1,-1,3,test
3934,-57,0,0,0,0,1,1,2,test
3935,-57,0,0,0,0,0,0,0,test
3936,-57,0,0,0,0,0,0,0,test
3937,-57,0,0,0,0,0,0,0,test
3938,-55,2,1,1,2,0,0,0,test
3939,-53,2,1,1,2,1,1,2,test
3940,-54,-1,1,-1,1,1,1,2,test
3941,-52,2,1,1,2,1,-1,1,test
3942,-52,0,0,0,0,1,1,2,test
3943,-51,1,1,1,1,0,0,0,test
3944,-53,-2,1,-1,2,1,1,1,test
3945,-52,1,1,1,1,1,-1,2,test
3946,-51,1,1,1,1,1,1,1,test
3947,-52,-1,1,-1,1,1,1,1,test
3948,-52,0,0,0,0,1,-1,1,test
3949,-52,0,0,0,0,0,0,0,test
3950,-50,2,1,1,2,0,0,0,test
3951,-51,-1,1,-1,1,1,1,2,test
3952,-51,0,0,0,0,1,-1,1,test
3953,-51,0,0,0,0,0,0,0,test
3954,-51,0,0,0,0,0,0,0,test
3955,-51,0,0,0,0,0,0,0,test
3956,-53,-2,1,-1,2,0,0,0,test
3957,-56,-3,1,-1,3,1,-1,2,test
3958,-55,1,1,1,1,1,-1,3,test
3959,-55,0,0,0,0,1,1,1,test
3960,-54,1,1,1,1,0,0,0,test
3961,-54,0,0,0,0,1,1,1,test
3962,-54,0,0,0,0,0,0,0,test
3963,-54,0,0,0,0,0,0,0,test
3964,-53,1,1,1,1,0,0,0,test
3965,-58,-5,1,-1,5,1,1,1,test
3966,-56,2,1,1,2,1,-1,5,test
3967,-56,0,0,0,0,1,1,2,test
3968,-55,1,1,1,1,0,0,0,test
3969,-54,1,1,1,1,1,1,1,test
3970,-54,0,0,0,0,1,1,1,test
3971,-55,-1,1,-1,1,0,0,0,test
3972,-54,1,1,1,1,1,-1,1,test
3973,-54,0,0,0,0,1,1,1,test
3974,-54,0,0,0,0,0,0,0,test
3975,-54,0,0,0,0,0,0,0,test
3976,-54,0,0,0,0,0,0,0,test
3977,-54,0,0,0,0,0,0,0,test
3978,-54,0,0,0,0,0,0,0,test
3979,-53,1,1,1,1,0,0,0,test
3980,-53,0,0,0,0,1,1,1,test
3981,-52,1,1,1,1,0,0,0,test
3982,-53,-1,1,-1,1,1,1,1,test
3983,-53,0,0,0,0,1,-1,1,test
3984,-53,0,0,0,0,0,0,0,test
3985,-55,-2,1,-1,2,0,0,0,test
3986,-53,2,1,1,2,1,-1,2,test
3987,-52,1,1,1,1,1,1,2,test
3988,-53,-1,1,-1,1,1,1,1,test
3989,-51,2,1,1,2,1,-1,1,test
3990,-54,-3,1,-1,3,1,1,2,test
3991,-53,1,1,1,1,1,-1,3,test
3992,-53,0,0,0,0,1,1,1,test
3993,-53,0,0,0,0,0,0,0,test
3994,-52,1,1,1,1,0,0,0,test
3995,-52,0,0,0,0,1,1,1,test
3996,-52,0,0,0,0,0,0,0,test
3997,-51,1,1,1,1,0,0,0,test
3998,-50,1,1,1,1,1,1,1,test
3999,-50,0,0,0,0,1,1,1,test
